note_id,trip_ids,stop_ids,stop_sequences
"646-b_T","1791_12152653","",""
"646-b_T","1791_12152663","",""
"646-b_T","1792_12152653","",""
"646-b_T","1792_12152663","",""
"646-b_T","1792_12598090","",""
"646-b_T","1792_12598092","",""
"651-P1_T","1791_12152698","",""
"651-P1_T","1792_12144840","",""
"651-P1_T","1792_12152698","",""
"651-P2_T","1791_12154447","",""
"651-P2_T","1791_12154450","",""
"651-P2_T","1791_12154455","",""
"651-P2_T","1792_12154447","",""
"651-P2_T","1792_12154448","",""
"651-P2_T","1792_12154449","",""
"651-P2_T","1792_12154450","",""
"651-P2_T","1792_12154451","",""
"651-P2_T","1792_12154454","",""
"651-P2_T","1792_12154455","",""
"651-P3_T","1791_12154464","",""
"651-P3_T","1791_12154465","",""
"651-P3_T","1792_12154461","",""
"651-P3_T","1792_12154462","",""
"651-P3_T","1792_12154463","",""
"651-P3_T","1792_12154464","",""
"651-P3_T","1792_12154465","",""
"651-P3_T","1792_12154466","",""
"651-P4_T","1791_12154471","",""
"651-P4_T","1792_12154456","",""
"651-P4_T","1792_12154470","",""
"651-P4_T","1792_12154471","",""
"651-P5_T","1791_12154438","",""
"651-P5_T","1792_12154437","",""
"651-P5_T","1792_12154438","",""
"651-P6_T","1791_12154445","",""
"651-P6_T","1792_12154444","",""
"651-P6_T","1792_12154445","",""
"651-P7_T","1791_12154469","",""
"651-P7_T","1791_12154473","",""
"651-P7_T","1791_12154475","",""
"651-P7_T","1792_12154467","",""
"651-P7_T","1792_12154468","",""
"651-P7_T","1792_12154469","",""
"651-P7_T","1792_12154472","",""
"651-P7_T","1792_12154473","",""
"651-P7_T","1792_12154474","",""
"651-P7_T","1792_12154475","",""
"651-P7_T","1792_12154476","",""
"651-Q_T","1791_12152684","",""
"651-Q_T","1792_12152684","",""
"651-Q_T","1792_12153221","",""
"656-P1_T","1791_10642501","",""
"656-P1_T","1792_10642501","",""
"656-P1_T","1792_11906856","",""
"657-P1_T","1791_11906771","",""
"657-P1_T","1791_11906772","",""
"657-P1_T","1791_11906872","",""
"657-P1_T","1792_11906771","",""
"657-P1_T","1792_11906772","",""
"657-P1_T","1792_11906867","",""
"657-P1_T","1792_11906870","",""
"657-P1_T","1792_11906872","",""
"657-R6_T","1791_10571175","",""
"657-R6_T","1791_10571176","",""
"657-R6_T","1792_10571175","",""
"657-R6_T","1792_10571176","",""
"658-P1_T","1791_10642517","",""
"658-P1_T","1791_10642521","",""
"658-P1_T","1791_10642531","",""
"658-P1_T","1791_10642536","",""
"658-P1_T","1792_10570959","",""
"658-P1_T","1792_10642517","",""
"658-P1_T","1792_10642521","",""
"658-P1_T","1792_10642531","",""
"658-P1_T","1792_10642536","",""
"658-P1_T","1792_11079062","",""
"658-P1_T","1792_11079063","",""
"658-P1_T","1792_11093142","",""
"658-P1_T","1792_11093146","",""
"671-R5_T","1791_11084917","",""
"671-R5_T","1791_11496954","",""
"671-R5_T","1792_11084917","",""
"671-R5_T","1792_11496954","",""
"676-(1)_T","1791_11921865","",""
"676-(1)_T","1791_11921867","",""
"676-(1)_T","1792_11921865","",""
"676-(1)_T","1792_11921867","",""
"676-(2)_T","1791_11921863","",""
"676-(2)_T","1791_11921864","",""
"676-(2)_T","1791_11921866","",""
"676-(2)_T","1791_11921868","",""
"676-(2)_T","1792_11921863","",""
"676-(2)_T","1792_11921864","",""
"676-(2)_T","1792_11921866","",""
"676-(2)_T","1792_11921868","",""
"677-(1)_T","1791_12152745","",""
"677-(1)_T","1791_12154479","",""
"677-(1)_T","1792_12152745","",""
"677-(1)_T","1792_12154479","",""
"677-(2)_T","1791_12152746","",""
"677-(2)_T","1791_12152747","",""
"677-(2)_T","1791_12154481","",""
"677-(2)_T","1791_12154483","",""
"677-(2)_T","1792_12152746","",""
"677-(2)_T","1792_12152747","",""
"677-(2)_T","1792_12154481","",""
"677-(2)_T","1792_12154483","",""
"686-R5_T","1791_11087021","",""
"686-R5_T","1791_11087022","",""
"686-R5_T","1792_11087021","",""
"686-R5_T","1792_11087022","",""
"686-R5_T","1792_11295840","",""
"686-R5_T","1792_11930200","",""
"686-R5_T","1792_11930227","",""
"756-gb_T","1791_11301152","",""
"756-gb_T","1792_11301152","",""
"767-r_T","1792_12588699","",""
"776-CD_T","1792_10568406","",""
"776-CF_T","1792_11291790","",""
"776-CF_T","1792_11291791","",""
"776-CF_T","1792_11291792","",""
"776-CF_T","1792_11291793","",""
"776-CP_T","1792_11291790","",""
"776-CP_T","1792_11291791","",""
"776-CP_T","1792_11291792","",""
"776-CP_T","1792_11291793","",""
"776-r_T","1792_11291825","",""
"776-rv_T","1792_11291833","",""
"776-rv_T","1792_11291835","",""
"796-45_T","1791_11036108","",""
"796-45_T","1791_11914830","",""
"796-45_T","1792_11036108","",""
"796-45_T","1792_11914830","",""
"797-R_T","1792_11288869","",""
"797-TV_T","1791_11036126","",""
"797-TV_T","1792_11036126","",""
"798-PP_T","1792_12588645","",""
"798-PP_T","1792_12588646","",""
"798-Rr_T","1792_10568943","",""
"798-Rr_T","1792_12588643","",""
"826-va_T","1791_11085140","",""
"826-va_T","1791_12154769","",""
"826-va_T","1792_11085140","",""
"826-va_T","1792_12154769","",""
"83-R9_T","1791_11914466","",""
"83-R9_T","1791_11915053","",""
"83-R9_T","1792_11914466","",""
"83-R9_T","1792_11915053","",""
"83-R9_T","1792_12586600","",""
"83-R9_T","1792_12587761","",""
"83-R9_T","1792_12587762","",""
"846-B_T","1791_11695379","",""
"846-B_T","1792_11695379","",""
"858-1_T","1791_9715222","",""
"858-1_T","1792_9715222","",""
"906-R7_T","1791_11086953","",""
"906-R7_T","1792_11086953","",""
"906-R7_T","1792_12592681","",""
"906-yc_T","1791_11297586","",""
"906-yc_T","1791_11297601","",""
"906-yc_T","1791_11297619","",""
"906-yc_T","1791_11297632","",""
"906-yc_T","1792_11297586","",""
"906-yc_T","1792_11297601","",""
"906-yc_T","1792_11297619","",""
"906-yc_T","1792_11297632","",""
"916-tpg_T","1792_11290298","",""
"916-tpr_T","1791_11290008","",""
"916-tpr_T","1791_11290009","",""
"916-tpr_T","1791_11290024","",""
"916-tpr_T","1791_11290055","",""
"916-tpr_T","1791_11290065","",""
"916-tpr_T","1791_11290066","",""
"916-tpr_T","1792_11290008","",""
"916-tpr_T","1792_11290009","",""
"916-tpr_T","1792_11290024","",""
"916-tpr_T","1792_11290055","",""
"916-tpr_T","1792_11290065","",""
"916-tpr_T","1792_11290066","",""
"916-tpr_T","1792_11290296","",""
"916-tpr_T","1792_11290308","",""
"918-mc_T","1791_11498918","",""
"918-mc_T","1792_11498918","",""
"93-pF_T","1791_11069610","",""
"93-pF_T","1792_11069610","",""
"93-pF_T","1792_11910137","",""
"94-lm_T","1791_11290662","",""
"94-lm_T","1791_11925988","",""
"94-lm_T","1791_11925997","",""
"94-lm_T","1791_11925999","",""
"94-lm_T","1791_11926004","",""
"94-lm_T","1791_11926006","",""
"94-lm_T","1791_11926008","",""
"94-lm_T","1791_11926018","",""
"94-lm_T","1791_11926021","",""
"94-lm_T","1791_11926023","",""
"94-lm_T","1791_11926034","",""
"94-lm_T","1791_11926043","",""
"94-lm_T","1791_11926045","",""
"94-lm_T","1791_11926055","",""
"94-lm_T","1791_11926057","",""
"94-lm_T","1791_11926064","",""
"94-lm_T","1791_11926066","",""
"94-lm_T","1791_11926073","",""
"94-lm_T","1791_11926075","",""
"94-lm_T","1791_11926081","",""
"94-lm_T","1792_11290662","",""
"94-lm_T","1792_11925988","",""
"94-lm_T","1792_11925997","",""
"94-lm_T","1792_11925999","",""
"94-lm_T","1792_11926004","",""
"94-lm_T","1792_11926006","",""
"94-lm_T","1792_11926008","",""
"94-lm_T","1792_11926018","",""
"94-lm_T","1792_11926021","",""
"94-lm_T","1792_11926023","",""
"94-lm_T","1792_11926034","",""
"94-lm_T","1792_11926043","",""
"94-lm_T","1792_11926045","",""
"94-lm_T","1792_11926055","",""
"94-lm_T","1792_11926057","",""
"94-lm_T","1792_11926064","",""
"94-lm_T","1792_11926066","",""
"94-lm_T","1792_11926073","",""
"94-lm_T","1792_11926075","",""
"94-lm_T","1792_11926081","",""
"94-lm_T","1792_12155888","",""
"94-lm_T","1792_9719785","",""
"94-lm_T","1792_9719786","",""
"94-lm_T","1792_9719793","",""
"94-lm_T","1792_9719794","",""
"94-lm_T","1792_9799159","",""
"94-lm_T","1792_9799161","",""
"94-lm_T","1792_9799162","",""
"94-lm_T","1792_9799163","",""
"94-lm_T","1792_9799165","",""
"94-lm_T","1792_9799223","",""
"94-lm_T","1792_9799225","",""
"94-lm_T","1792_9799228","",""
"94-lm_T","1792_9799230","",""
"94-lm_T","1792_9799231","",""
"94-lm_T","1792_9799236","",""
"94-lm_T","1792_9799238","",""
"94-lm_T","1792_9799241","",""
"94-lm_T","1792_9799243","",""
"94-lm_T","1792_9799245","",""
"94-lm_T","1792_9799716","",""
"94-lm_T","1792_9799720","",""
"94-lm_T","1792_9799723","",""
"94-lm_T","1792_9799724","",""
"94-lm_T","1792_9799725","",""
"94-lm_T","1792_9799726","",""
"94-lm_T","1792_9799730","",""
"94-lm_T","1792_9799791","",""
"94-lm_T","1792_9799793","",""
"94-lm_T","1792_9799798","",""
"94-lm_T","1792_9799801","",""
"94-lm_T","1792_9799803","",""
"94-lm_T","1792_9799806","",""
"94-lm_T","1792_9799808","",""
"94-lm_T","1792_9799810","",""
"94-lm_T","1792_9799812","",""
"94-lm_T","1792_9799814","",""
"94-lm_T","1792_9799815","",""
"94-lm_T","1792_9851465","",""
"94-lm_T","1792_9851466","",""
"94-lm_T","1792_9851468","",""
"94-lm_T","1792_9851470","",""
"94-lm_T","1792_9851471","",""
"94-lm_T","1792_9851474","",""
"94-lm_T","1792_9851479","",""
"94-lm_T","1792_9879655","",""
"94-lm_T","1792_9879658","",""
"94-lm_T","1792_9879661","",""
"94-lm_T","1792_9879663","",""
"94-lm_T","1792_9879665","",""
"96-3_T","1791_11092860","",""
"96-3_T","1791_11092862","",""
"96-3_T","1791_11092864","",""
"96-3_T","1791_11092866","",""
"96-3_T","1791_11092879","",""
"96-3_T","1792_11092860","",""
"96-3_T","1792_11092862","",""
"96-3_T","1792_11092864","",""
"96-3_T","1792_11092866","",""
"96-3_T","1792_11092879","",""
"99-nB_T","1791_11288481","",""
"99-nB_T","1791_11288744","",""
"99-nB_T","1792_11288481","",""
"99-nB_T","1792_11288483","",""
"99-nB_T","1792_11288743","",""
"99-nB_T","1792_11288744","",""
